"","X.1","Country","year","ISIN","X","scope1","scope2","scope3","scope_total","CURRENCY","Rev","Emp","TA","NPPE","INTAN","Debt_comm_eq","Capex","PPEG","Dprc","Accr","S_pillar","E_pillar","G_pillar","NCFOA","Debt_TotCap","GMAR","OIBD","OI","NS_WC","iso","FuelInten","Income.group","CO2_imp","ggroup","gind","gsector","gsubind","naics","naicsh"
"275",275,"BELGIUM",2009,"BE0003470755",191,8852746,4324672,2e+06,16200000,"E",5694000,28204,12059000,3921000,238000,59.32,763000,10847000,496000,NA,42.26,48.97,51.23,1058000,35.34,17.05,668000,198000,1.23,"BE","  33.7","High income",NA,1510,151010,15,15101020,325,325
"276",276,"BELGIUM",2012,"BE0974256852",337,NA,NA,NA,120303.71,"E",7847600,23555,3157500,1501800,183400,2.15,297200,2705200,196200,NA,39.8,44.68,6.64,541000,2.06,19.97,623700,427500,-556.57,"BE","  32.0","High income",NA,3010,301010,30,30101030,445110,445110
"277",277,"BELGIUM",2012,"BE0003739530",256,42652,43306,NA,85958,"E",3462000,9048,8855000,602000,6306000,55.41,82000,1457000,55000,NA,38.64,48.49,82.37,235000,35.66,68.69,638000,408000,247.29,"BE","  32.0","High income",NA,3520,352020,35,35202010,325412,325414
"278",278,"BELGIUM",2012,"BE0003826436",313,7210,18803,402,26013,"E",1488773,2141,4058833,1337479,1582761,-533.47,216300,2616008,259062,18235,72.62,83.99,68.57,569983,122.83,42.74,768235,389642,3.85,"BE","  32.0","High income",NA,5020,502010,50,50201030,517,517
"279",279,"BELGIUM",2012,"BE0003565737",207,11557,0,17724,11557,"E",15096000,51127,254872000,2581000,1328000,304.9,634000,NA,199000,NA,88.87,84.25,37.95,43000,74.87,NA,2114000,1804000,NA,"BE","  32.0","High income",NA,NA,NA,NA,NA,NA,NA
"280",280,"BELGIUM",2012,"BE0974259880",350,194535,44203,45676,238738,"E",5514500,25787,3439400,456400,1472300,54.28,119900,1064300,91800,NA,15.88,43.36,37.44,277900,33.43,29.98,369500,243800,8.65,"BE","  32.0","High income",NA,2550,255010,25,25501010,441110,441110
"281",281,"BELGIUM",2012,"BE0003678894",233,NA,0,12574.92,11370,"E",171515,47,2027248,639,15774,95.15,675,NA,364,NA,37.35,72.27,87.31,70075,48.76,74.9,78296,77932,NA,"BE","  32.0","High income",NA,NA,NA,NA,NA,NA,NA
"282",282,"BELGIUM",2013,"BE0974294267",394,590000,2130000,NA,2730000,"E",2823500,NA,3099200,1771500,10300,130.89,246100,2852600,212000,NA,41.91,59.15,71.23,215900,56.69,16.05,121400,-98700,77.57,"BE","  32.0","High income",NA,1510,151040,15,15104020,3314,3314
"283",283,"BELGIUM",2013,"BE0003755692",273,121000,97500,NA,218500,"E",2865000,11047,2373000,242000,618000,105.54,41000,2106000,86000,NA,72.08,58.02,22.23,90000,48.24,29.11,134000,54000,4.1,"BE","  32.0","High income",NA,3510,351030,35,35103010,333316,333315
"284",284,"BELGIUM",2013,"BE0003826436",314,6903,19766,497,26669,"E",1641290,2202,3319453,1386053,1493729,-261.61,236516,2589473,231649,9351,70.41,83.26,60.81,590546,161.32,39.39,834975,389160,-4.89,"BE","  32.0","High income",NA,5020,502010,50,50201030,517,517
"285",285,"BELGIUM",2013,"BE0003470755",195,NA,NA,1071150,13600000,"E",10367000,29389,17931000,4679000,4716000,80.05,785000,13311000,781000,NA,63.24,86.79,84.01,1080000,42.93,20.99,1669000,740000,3.34,"BE","  32.0","High income",NA,1510,151010,15,15101020,325,325
"286",286,"BELGIUM",2013,"BE0974293251",383,3453120,1826880,NA,5900000,"E",32478321,154587,102273808,15207192,72264920,97.54,2528849,27741896,1930127,NA,41.3,57.11,64.83,10424342,47.04,59.27,12028144,9783723,-6.43,"BE","  32.0","High income",NA,3020,302010,30,30201010,312120,312120
"287",287,"BELGIUM",2013,"BE0974320526",406,NA,NA,NA,690767,"E",9819255,14057,3421767,998563,218250,18.74,227770,2638624,158622,NA,61.92,89.79,56.32,498198,15.42,7.44,372885,203023,16.06,"BE","  32.0","High income",NA,1510,151010,15,15101050,4235,3314
"288",288,"BELGIUM",2013,"BE0003735496",250,7317,0,199,7317,"E",1461232,1741,1443176,700016,460280,169.24,188242,1494300,188304,NA,36.11,44.78,74.63,271844,62.86,40.09,346282,120410,-6.82,"BE","  32.0","High income",NA,5010,501020,50,50102010,517312,517210
"289",289,"BELGIUM",2013,"BE0974259880",351,171632.21,41436.66,85015.98,213068.87,"E",5470500,27246,3513100,458200,1491400,59.35,123900,1103100,91700,NA,56.29,43.2,30.9,246100,36.06,30.6,324700,199100,10.76,"BE","  32.0","High income",NA,2550,255010,25,25501010,441110,441110
"290",290,"BELGIUM",2013,"BE0003593044",219,20957,64213,NA,85170,"E",220620,113,3670443,3339386,130109,108.62,56295,3339386,615,-1858,57.18,74.45,77.88,91966,50.48,71.98,151010,150399,NA,"BE","  32.0","High income",NA,NA,NA,NA,NA,NA,NA
"291",291,"BELGIUM",2013,"BE0003739530",257,40420,39350,NA,79770,"E",3411000,8732,9409000,722000,6156000,72.32,160000,1600000,54000,NA,38.2,48.92,88.69,174000,41.97,67.22,668000,430000,40.13,"BE","  32.0","High income",NA,3520,352020,35,35202010,325412,325414
"292",292,"BELGIUM",2013,"BE0003678894",234,NA,NA,227.36,9749.13,"E",138096,70,2249359,2184888,15774,83.96,25,2184888,NA,NA,35.03,74.89,75.37,91735,45.64,94.2,91208,90666,NA,"BE","  32.0","High income",NA,NA,NA,NA,NA,NA,NA
"293",293,"BELGIUM",2013,"BE0003810273",295,50000,83000,16000,137000,"E",6239000,15699,8312000,2558000,3505000,78.64,773000,12273000,490000,NA,55.42,84.14,29.43,1319000,42.39,46.42,1635000,853000,-17.93,"BE","  32.0","High income",NA,5010,501010,50,50101020,517311,517110
"294",294,"BELGIUM",2013,"BE0003565737",208,NA,NA,NA,31655,"E",14629000,38167,239825000,2465000,1289000,279.93,632000,NA,170000,NA,89.28,83.95,40.81,8455000,73.2,NA,1458000,1186000,NA,"BE","  32.0","High income",NA,NA,NA,NA,NA,NA,NA
"295",295,"BELGIUM",2014,"BE0003735496",251,5590,0,NA,5590,"E",1249192,1562,1435080,761295,425284,143.05,333296,1773285,194478,NA,27.06,43.22,71.55,251713,58.86,35.86,283371,88893,-1.91,"BE","  27.9","High income",NA,5010,501020,50,50102010,517312,517210
"296",296,"BELGIUM",2014,"BE0974294267",395,560000,2010000,NA,2570000,"E",2798800,NA,3652300,1917300,14000,81.1,192200,3295400,257400,NA,58.47,69.51,87.93,211300,44.78,15.76,227400,-25400,15.9,"BE","  27.9","High income",NA,1510,151040,15,15104020,3314,3314
"297",297,"BELGIUM",2014,"BE0003755692",274,111700,91400,NA,203100,"E",2620000,10506,2375000,234000,615000,346.24,38000,2116000,69000,NA,72.04,56.03,29.55,136000,68.8,30.8,181000,111000,4.76,"BE","  27.9","High income",NA,3510,351030,35,35103010,333316,333315
"298",298,"BELGIUM",2014,"BE0003678894",235,12042,849.8,NA,12891.8,"E",140322,69,2353931,2283977,14808,87.71,39073,2283977,NA,NA,37.62,80.34,73.88,66725,46.73,94.05,94981,94199,NA,"BE","  27.9","High income",NA,NA,NA,NA,NA,NA,NA
"299",299,"BELGIUM",2014,"BE0003470755",196,11400000,3e+06,4520000,14400000,"E",10629000,26000,17184000,5386000,4694000,65.77,810000,14726000,1430000,NA,75.6,86.34,71.6,1388000,38.75,23.04,1729000,978000,7.96,"BE","  27.9","High income",NA,1510,151010,15,15101020,325,325
"300",300,"BELGIUM",2011,"BE0974293251",381,2720446,1647297,9238,4367743,"E",27936632,116278,86274088,12368984,57992640,107.13,1775721,24207604,1760796,NA,31.77,58.57,69.36,8933483,49.46,55.68,10572648,8605078,-4.94,"BE","  31.6","High income",NA,3020,302010,30,30201010,312120,312120
"301",301,"BELGIUM",2011,"BE0003593044",217,11158,62353,NA,73511,"E",273405,109,3528941,3178526,158201,119.76,50885,3178526,1076,1480,63.42,70.95,45.88,93806,52.59,68.39,136417,135337,NA,"BE","  31.6","High income",NA,NA,NA,NA,NA,NA,NA
"302",302,"BELGIUM",2011,"BE0003739530",255,36696,46450,NA,83146,"E",2876000,8506,8735000,5e+05,6324000,46.66,54000,1307000,60000,NA,32.91,55.22,79.32,177000,31.81,64.78,304000,58000,30.6,"BE","  31.6","High income",NA,3520,352020,35,35202010,325412,325414
"303",303,"BELGIUM",2011,"BE0003822393",307,NA,NA,7113,68843,"E",1188200,1168,5838600,3150500,1753600,142.58,199500,5630400,139700,NA,31.67,30.22,33.69,393300,58.78,20.68,361600,221800,11.28,"BE","  31.6","High income",NA,5510,551010,55,55101010,221121,221121
"304",304,"BELGIUM",2011,"BE0974256852",336,NA,NA,NA,101979,"E",7280100,22588,2995400,1395600,176800,1.55,319300,2468900,149000,NA,42.03,45.4,9.13,489700,1.51,20.29,568900,419900,-165.83,"BE","  31.6","High income",NA,3010,301010,30,30101030,445110,445110
"305",305,"BELGIUM",2014,"BE0003826436",315,7393,38191,5234,45584,"E",1707097,2262,3307104,1417539,1490199,-271.91,256647,2664163,249178,-39272,81.21,80.23,59.45,571605,157.45,45.24,891634,532237,-4.39,"BE","  27.9","High income",NA,5020,502010,50,50201030,517,517
"306",306,"BELGIUM",2014,"BE0974320526",407,NA,NA,NA,664568,"E",8828512,14074,3746545,1061735,266073,22.77,266741,2823359,169335,NA,56.37,75.51,75.55,399390,18.15,7.85,367585,185398,16.55,"BE","  27.9","High income",NA,1510,151010,15,15101050,4235,3314
"307",307,"BELGIUM",2014,"BE0003739530",258,34733,31367,NA,66100,"E",3344000,8684,9466000,686000,6101000,51.31,238000,1562000,52000,NA,48.21,46.92,84.12,428000,34.69,68.48,599000,379000,20.27,"BE","  27.9","High income",NA,3520,352020,35,35202010,325412,325414
"308",308,"BELGIUM",2014,"BE0003565737",209,NA,NA,NA,56107,"E",13275000,36258,243448000,2278000,1258000,250.88,453000,NA,156000,NA,58.76,82.95,51.12,-460000,71.5,NA,2296000,2030000,NA,"BE","  27.9","High income",NA,NA,NA,NA,NA,NA,NA
"309",309,"BELGIUM",2014,"BE0974362940",420,5268.53,5813.56,80118.06,11082.09,"E",908368,3836,1007165,65912,271051,14.32,22869,187889,19291,NA,60.1,27.78,48.64,89681,12.39,33.54,90059,20799,4.06,"BE","  27.9","High income",NA,4520,452030,45,45203010,333316,333315
"310",310,"BELGIUM",2015,"BE0974294267",396,530000,1420000,NA,1950000,"E",3139100,NA,2664600,1607800,11300,154.63,272600,3776500,245100,NA,59.53,71.11,89.4,-106900,60.73,16.14,262000,10700,-8.01,"BE","  30.4","High income",NA,1510,151040,15,15104020,3314,3314
"311",311,"BELGIUM",2015,"BE0003826436",316,7701,43364,5941,51065,"E",1808387,2318,3489992,1411933,1482874,-310.95,210884,2692044,382828,46835,72.15,75.62,45.83,665533,146.46,45.56,935846,543086,-4.96,"BE","  30.4","High income",NA,5020,502010,50,50201030,517,517
"312",312,"BELGIUM",2015,"BE0003470755",197,11400000,2800000,14400000,14200000,"E",11047000,30000,24270000,6946000,9759000,120.36,923000,16778000,978000,NA,85.14,66.61,78.53,1233000,53.79,22.53,1867000,1025000,4.84,"BE","  30.4","High income",NA,1510,151010,15,15101020,325,325
"313",313,"BELGIUM",2012,"BE0974293251",382,2464400,1575600,84270,5320000,"E",30803306,117632,92335012,12477438,57711846,107.78,2415460,25095864,1860223,NA,32.55,53.38,67.2,10279648,49.39,56.93,11524704,9396411,183.05,"BE","  32.0","High income",NA,3020,302010,30,30201010,312120,312120
"314",314,"BELGIUM",2012,"BE0003593044",218,19427,65120,88875,84547,"E",281144,109,3642488,3298756,150961,120.9,194863,3298756,273,NA,61.98,71.2,66.88,92109,53.01,70.38,156303,155597,NA,"BE","  32.0","High income",NA,NA,NA,NA,NA,NA,NA
"315",315,"BELGIUM",2012,"BE0974320526",405,NA,NA,NA,701898,"E",12548014,10281,3576127,912268,200902,20.2,188018,2498614,151959,NA,73.19,89.67,56.09,402475,16.32,5.57,448569,296610,16.73,"BE","  32.0","High income",NA,1510,151010,15,15101050,4235,3314
"316",316,"BELGIUM",2015,"BE0974276082",369,NA,NA,NA,42145,"E",1689300,5500,1898100,319000,864600,75.37,48900,472000,31000,NA,31.97,41.48,63.13,157300,42.98,27.75,207000,173700,4.94,"BE","  30.4","High income",NA,3030,303020,30,30302010,339113,339113
"317",317,"BELGIUM",2015,"BE0003755692",275,111500,91500,NA,203000,"E",2646000,10241,2250000,214000,622000,79.39,36000,2108000,61000,NA,81.62,59.94,60.28,133000,40.31,31.82,202000,142000,4.25,"BE","  30.4","High income",NA,3510,351030,35,35103010,333316,333315
"318",318,"BELGIUM",2015,"BE0974256852",338,NA,NA,NA,175215.12,"E",8916800,26491,3658000,1802700,148800,2.1,407300,3243400,204300,NA,55.82,69.46,10.67,570100,2.06,22.66,628800,430400,-46.08,"BE","  30.4","High income",NA,3010,301010,30,30101030,445110,445110
"319",319,"BELGIUM",2015,"BE0003565737",210,42748.63,55406.73,28386.85,98155.36,"E",12737000,36199,250127000,2299000,959000,266.25,441000,NA,153000,NA,77.09,83.76,35.12,6032000,72.7,NA,1987000,1731000,NA,"BE","  30.4","High income",NA,NA,NA,NA,NA,NA,NA
"320",320,"BELGIUM",2015,"BE0974362940",421,5247.9,5556.6,790786.5,10804.5,"E",1028856,3361,1062296,92567,207860,15.33,22031,225829,22906,NA,58.24,44.51,29.25,128439,13.03,35.04,62874,-4607,3.58,"BE","  30.4","High income",NA,4520,452030,45,45203010,333316,333315
"321",321,"BELGIUM",2015,"BE0974293251",385,3367000,1813000,NA,5180000,"E",39534003,152321,122911134,17454792,87253698,117.39,3328509,32538009,2858699,NA,40.26,64.07,53.85,12802946,51.97,58.56,14299842,11515489,-4.22,"BE","  30.4","High income",NA,3020,302010,30,30201010,312120,312120
"322",322,"BELGIUM",2015,"BE0003739530",259,37573,28108,46734,65681,"E",3876000,7788,10113000,651000,6219000,46.55,84000,1652000,250000,NA,63.01,58.76,89.48,155000,32.28,70.12,807000,555000,-17.38,"BE","  30.4","High income",NA,3520,352020,35,35202010,325412,325414
"323",323,"BELGIUM",2015,"BE0974259880",353,180566,45808,113289,226374,"E",6035400,27970,3288500,521000,1461300,44.1,134200,1325800,100600,NA,63.73,42.39,38.85,295100,29.57,30.92,369500,229600,12.79,"BE","  30.4","High income",NA,2550,255010,25,25501010,441110,441110
"324",324,"BELGIUM",2015,"BE0003810273",297,47000,94000,520000,141000,"E",5944000,14090,8194000,2809000,3434000,86.79,951000,12828000,528000,NA,74.17,81.58,45.67,1386000,45.05,45.39,1576000,707000,-7.84,"BE","  30.4","High income",NA,5010,501010,50,50101020,517311,517110
"325",325,"BELGIUM",2015,"BE0003593044",221,25528,74069,NA,99597,"E",235960,106,3412480,3131847,111821,68.46,139718,3131847,440,1185,60.37,74.89,64.17,132993,39.34,76.4,167442,167001,NA,"BE","  30.4","High income",NA,NA,NA,NA,NA,NA,NA
"326",326,"BELGIUM",2016,"BE0003826436",317,9085,32591,6098,41676,"E",2429120,3387,4871923,2046824,2250121,-390.03,245988,3527334,616693,-28604,73.14,78.27,50.6,749099,133.79,40.31,1094250,485432,-3.28,"BE","  31.2","High income",NA,5020,502010,50,50201030,517,517
"327",327,"BELGIUM",2016,"BE0003755692",276,104700,78600,NA,183200,"E",2537000,10042,2203000,198000,621000,51.63,35000,2066000,72000,NA,86.15,56.26,52.74,134000,30.58,33.78,217000,160000,4.47,"BE","  31.2","High income",NA,3510,351030,35,35103010,333316,333315
"328",328,"BELGIUM",2016,"BE0003470755",198,10880000,2500000,10800000,13380000,"E",11403000,27000,23255000,6472000,9279000,101.26,952000,15493000,1302000,NA,82.95,57.2,70.73,1572000,49.5,23.47,2089000,1063000,7.14,"BE","  31.2","High income",NA,1510,151010,15,15101020,325,325
"329",329,"BELGIUM",2016,"BE0003565737",211,42554.5,41866.8,25964,84421.3,"E",12707000,36030,272954000,2451000,999000,318.74,558000,NA,145000,NA,74.36,90.17,35.25,-4254000,76.12,NA,3191000,2944000,NA,"BE","  31.2","High income",NA,NA,NA,NA,NA,NA,NA
"330",330,"BELGIUM",2016,"BE0974268972",364,69233,13900,88147,83133,"E",2399400,23708,2242100,561600,224400,7.47,67000,1645000,89800,NA,75.98,47.65,69.97,352600,6.93,69.83,560600,475800,60.14,"BE","  31.2","High income",NA,2030,203010,20,20301010,541614,541614
"331",331,"BELGIUM",2016,"BE0974294267",397,5e+05,1270000,NA,1770000,"E",2763200,NA,2791900,1416000,6000,272.52,400900,3254000,201800,NA,55.01,64.5,62.69,-195600,73.16,13.98,209600,2100,-7.1,"BE","  31.2","High income",NA,1510,151040,15,15104020,3314,3314
"332",332,"BELGIUM",2016,"BE0974320526",409,NA,NA,NA,666814,"E",10443541,13117,4028146,1070403,305340,23.76,204494,2817173,NA,NA,70.36,81.47,45.23,310826,18.7,6.93,499887,324308,20.75,"BE","  31.2","High income",NA,1510,151010,15,15101050,4235,3314
"333",333,"BELGIUM",2016,"BE0003678894",237,3900.6,4812,15384,8712.6,"E",174818,70,2613052,2514123,14494,78.35,30115,2514123,462,NA,38.91,81.37,50.73,90118,43.93,70.62,91349,90887,NA,"BE","  31.2","High income",NA,NA,NA,NA,NA,NA,NA
"334",334,"BELGIUM",2016,"BE0974276082",370,NA,NA,NA,64288,"E",1993000,8500,2440300,455500,1128700,80.27,55900,646000,43200,NA,63.08,43.94,72.41,171400,44.53,28.94,244900,201800,7.1,"BE","  31.2","High income",NA,3030,303020,30,30302010,339113,339113
"335",335,"BELGIUM",2016,"BE0974293251",386,2995200,1684800,NA,4680000,"E",41239312,206633,243749760,26090856,171683748,172.06,4305728,43280940,3150232,NA,47.95,59.56,51.66,9159862,60.12,58.34,14425650,11317096,14.77,"BE","  31.2","High income",NA,3020,302010,30,30201010,312120,312120
"336",336,"BELGIUM",2016,"BE0974259880",354,178100,31100,129000,209200,"E",6471700,28348,3745300,574400,2508700,66.48,121900,1403200,99700,NA,74.12,42.51,24.36,352500,38.68,30.89,270800,129400,105.75,"BE","  31.2","High income",NA,2550,255010,25,25501010,441110,441110
"337",337,"BELGIUM",2016,"BE0974362940",422,5179.4,5069.2,846336,10248.6,"E",1102342,3524,1070131,103935,200020,13.62,14730,238960,28572,NA,64.61,61.11,32.65,82713,11.55,34.36,85794,35713,4,"BE","  31.2","High income",NA,4520,452030,45,45203010,333316,333315
"338",338,"BELGIUM",2016,"BE0003593044",222,26218,28956,NA,55174,"E",216739,121,3661282,3364271,100007,83.8,77709,3364271,425,-22,59.24,73.54,80.94,117715,44.23,73.98,151552,151129,NA,"BE","  31.2","High income",NA,NA,NA,NA,NA,NA,NA
"339",339,"BELGIUM",2016,"BE0974258874",342,NA,1297140,NA,NA,"E",3715217,25460,4153945,1514714,231501,99.46,170702,4104918,203917,NA,68.92,35.99,29.21,357674,47.73,18.5,481567,275461,3.85,"BE","  31.2","High income",NA,1510,151040,15,15104050,331222,331222
"340",340,"BELGIUM",2016,"BE0003810273",298,45400,69300,765000,114700,"E",5829000,13633,8083000,2910000,3378000,76.76,1e+06,12488000,559000,NA,78.48,74.75,66.07,1521000,42.06,45.81,1781100,864100,-8.4,"BE","  31.2","High income",NA,5010,501010,50,50101020,517311,517110
"341",341,"BELGIUM",2016,"BE0003739530",260,28415,10936,54651,39351,"E",4178000,7563,9259000,678000,6053000,28.67,71000,1523000,73000,NA,60.4,59.69,88.91,348000,22.62,71.23,1010000,778000,-48.02,"BE","  31.2","High income",NA,3520,352020,35,35202010,325412,325414
"342",342,"BELGIUM",2017,"BE0003470755",199,10200000,2100000,9300000,12300000,"E",10891000,24500,20375000,5433000,7982000,86.08,883000,13171000,1152000,NA,74.5,59.52,29.15,1240000,45.89,24.64,2071000,1117000,5.65,"BE","  31.6","High income",NA,1510,151010,15,15101020,325,325
"343",343,"BELGIUM",2017,"BE0974294267",398,5e+05,1280000,NA,1780000,"E",3530500,NA,3197600,1690300,3300,321.32,294000,2899500,156600,NA,46.96,73.05,71.1,-75000,76.27,13.34,198500,42100,-16.61,"BE","  31.6","High income",NA,1510,151040,15,15104020,3314,3314
"344",344,"BELGIUM",2017,"BE0974268972",365,84834.57,32553.98,179586.32,117388.55,"E",2972200,25323,3191800,710300,910600,98.03,72700,1916900,105100,NA,75.94,54.41,53.65,266100,49.37,59.8,546600,442200,-3.95,"BE","  31.6","High income",NA,2030,203010,20,20301010,541614,541614
"345",345,"BELGIUM",2017,"BE0974293251",387,3708000,2472000,26170000,6180000,"E",49549930,2e+05,204254940,22671456,155802876,160.5,4511074,40635816,3753729,NA,50.1,51.54,74.39,13545380,59.22,59.61,18449106,14880605,-4.85,"BE","  31.6","High income",NA,3020,302010,30,30201010,312120,312120
"346",346,"BELGIUM",2017,"BE0003826436",318,8607,32792,5598,41399,"E",2528088,3353,5217088,2146331,2560613,-433.29,303429,3789873,742300,21568,67.81,79.15,68.09,831631,129.24,37.01,1163600,449609,-2.38,"BE","  31.6","High income",NA,5020,502010,50,50201030,517,517
"347",347,"BELGIUM",2017,"BE0003766806",282,4191,1500,94149,5691,"E",287421,1476,326501,22686,16217,39.33,9406,44409,3381,NA,48.95,19.8,43.8,-45437,28.23,33.02,-6730,-12830,4.17,"BE","  31.6","High income",NA,3510,351010,35,35101010,334510,334510
"348",348,"BELGIUM",2017,"BE0003755692",277,102800,79400,NA,182100,"E",2443000,9840,2118000,190000,589000,31.27,40000,2021000,56000,NA,88.75,61.09,45.8,31000,21.88,33.32,185000,132000,4.34,"BE","  31.6","High income",NA,3510,351030,35,35103010,333316,333315
"349",349,"BELGIUM",2017,"BE0003678894",238,4377.6,4897.3,14284,9274.9,"E",203106,81,2559128,2496796,14281,69.18,32830,2496796,647,NA,50.69,86.49,70.44,105358,40.89,76.13,126657,126010,NA,"BE","  31.6","High income",NA,NA,NA,NA,NA,NA,NA
"350",350,"BELGIUM",2017,"BE0003565737",212,41730.14,27550.82,24902.52,69280.96,"E",12977000,37130,290799000,2721000,1205000,296.78,713000,NA,153000,NA,74.81,93.07,35.38,1773000,74.8,NA,3827000,3562000,NA,"BE","  31.6","High income",NA,NA,NA,NA,NA,NA,NA
"351",351,"BELGIUM",2017,"BE0974276082",371,10992,130677,NA,141669,"E",2355400,11000,2701200,578300,1214200,71.47,77100,798900,46000,NA,76.75,51.58,72.56,144300,41.68,28.41,267000,213300,11.75,"BE","  31.6","High income",NA,3030,303020,30,30302010,339113,339113
"352",352,"BELGIUM",2017,"BE0003656676",227,NA,NA,NA,1090548,"E",1135353,6678,703921,226783,36492,54.31,40552,778623,26578,NA,11.45,20.85,47.32,78312,35.19,16.17,28666,-2266,22.17,"BE","  31.6","High income",NA,1510,151010,15,15101010,326150,326150
"353",353,"BELGIUM",2017,"BE0003816338",303,3280230,400,635830,3280630,"E",450665,2950,2342277,1948917,60,48.68,310475,3054863,201712,-5015,37,53.07,79.81,185487,32.74,13.84,195644,-6151,4.43,"BE","  31.6","High income",NA,1010,101020,10,10102040,483111,483111
